id,code,name,pub_date,start_date,end_date,traced_index_name,traced_index_code
991,561230.XSHG,A50,2024-02-08,2024-02-19,,中证A50(930050),930050.CSI
992,560350.XSHG,A50指数,2024-02-06,2024-02-19,,中证A50(930050),930050.CSI
993,159591.XSHE,A50ETF富国,2024-02-07,2024-02-19,,中证A50(930050),930050.CSI
994,562890.XSHG,A50中证,2024-02-08,2024-02-19,,中证A50(930050),930050.CSI
995,159545.XSHE,恒生红利低波ETF易方达,2024-02-07,2024-02-20,,港股通高股息低波动(HSHYLV),
996,560850.XSHG,信创50,2024-02-20,2024-02-23,,中证信创(931247),931247.CSI
997,512320.XSHG,工银MSCI,2020-05-28,2020-06-01,2024-02-24,MSCI中国A股人民币指数(本币)(718711L),
998,159586.XSHE,计算机ETF南方,2024-02-07,2024-02-26,,计算机(H30182),
999,560150.XSHG,红利TK,2024-02-21,2024-02-26,,红利低波(H30269),H30269.CSI
1000,159581.XSHE,红利ETF万家,2024-01-29,2024-02-26,,中证红利(000922),000922.CSI
1001,159733.XSHE,消费电子50ETF,2021-09-01,2021-09-06,2024-02-28,消费电子(931494),931494.CSI
1002,159589.XSHE,红利ETF广发,2024-02-27,2024-03-04,,中证红利(000922),000922.CSI
1003,513170.XSHG,恒生央企,2024-03-02,2024-03-06,,恒生中国央企(HSCSOE),
1004,511130.XSHG,国债30年,2024-03-02,2024-03-06,,沪30年国债(950175),
1005,517270.XSHG,科技TOP,2021-09-27,2021-09-30,2024-03-06,SHS科技龙头(931524),931524.CSI
1006,560690.XSHG,电信主题,2024-03-05,2024-03-08,,中证电信(931235),931235.CSI
1007,159553.XSHE,中证2000增强ETF海富通,2024-03-06,2024-03-11,,中证2000(932000),932000.CSI
1008,159582.XSHE,半导体ETF博时,2024-03-15,2024-03-18,,中证半导(931865),931865.CSI
1009,159307.XSHE,红利低波100ETF博时,2024-03-21,2024-03-25,,红利低波100(930955),930955.CSI
1010,513210.XSHG,恒生E,2024-03-21,2024-03-25,,恒生指数(HSI),
1011,517760.XSHG,消费TOP,2021-12-24,2021-12-27,2024-03-27,SHS消费龙头(931663),931663.CSI
1012,560520.XSHG,红利低波100ETF大成,2024-03-25,2024-03-28,,红利低波100(930955),930955.CSI
1013,588890.XSHG,科创芯,2024-03-14,2024-03-28,,科创芯片(000685),000685.XSHG
1014,159526.XSHE,机器人ETF嘉实,2024-04-01,2024-04-08,,机器人(H30590),H30590.CSI
1015,562820.XSHG,集成电路,2024-04-01,2024-04-08,,集成电路(932087),932087.CSI
1016,515670.XSHG,中银100,2020-03-17,2020-03-20,2024-04-09,中证A100(000903),000903.XSHG
3049,561760.XSHG,油气博时,2024-04-08,2024-04-11,,油气资源(931248),
4036,159561.XSHE,德国ETF嘉实,2024-02-05,2024-02-19,,德国法兰克福DAX指数(GDAXI),
4046,562570.XSHG,信创ETF,2024-02-20,2024-02-23,,中证信创(931247),931247.CSI
4065,159310.XSHE,芯片ETF天弘,2024-04-02,2024-04-08,,芯片产业(H30007),H30007.CSI
9134,562340.XSHG,500成长,2024-02-05,2024-02-08,,500质量成长(930939),930939.CSI
9166,159599.XSHE,芯片ETF东财,2024-03-18,2024-04-01,,芯片产业(H30007),H30007.CSI
9172,517400.XSHG,黄金股票,2024-04-10,2024-04-15,,SSH黄金股票(931238),931238.CSI
16330,562260.XSHG,汽配ETF,2024-03-22,2024-04-08,2025-06-23,汽车零部件(931230),931230.CSI
16334,510950.XSHG,上证广发,2024-04-08,2024-04-15,,上证50(000016),000016.XSHG
18371,562700.XSHG,汽车零件,2024-03-11,2024-03-15,,汽车零部件(931230),931230.CSI
18387,159306.XSHE,汽车零部件ETF平安,2024-04-17,2024-04-22,,汽车零部件(931230),931230.CSI
18388,563180.XSHG,高股息,2024-04-19,2024-04-24,,高息策略(H30366),
19415,510720.XSHG,红利国泰,2024-04-16,2024-04-22,,上国红利(000151),000151.XSHG
22460,513820.XSHG,港股分红,2024-02-01,2024-02-07,,港股通高股息(930914),930914.CSI
24520,159525.XSHE,红利低波ETF富国,2024-02-02,2024-02-07,,红利低波(H30269),H30269.CSI
24521,159528.XSHE,国企改革ETF富国,2024-02-02,2024-02-07,,国企改革(399974),399974.XSHE
26584,588450.XSHG,科创50增,2024-01-30,2024-02-02,,科创50(000688),000688.XSHG
26585,159557.XSHE,恒生医疗ETF嘉实,2024-01-29,2024-02-02,,恒生医疗保健指数(HSHCI),
31801,159321.XSHE,黄金股ETF华安,2024-04-12,2024-04-17,,SSH黄金股票(931238),931238.CSI
31802,159597.XSHE,创业板成长ETF易方达,2024-04-09,2024-04-17,,创业成长(399667),399667.XSHE
36986,563150.XSHG,油气资源,2024-04-25,2024-05-06,,油气资源(931248),
38023,159588.XSHE,石油ETF景顺,2024-04-16,2024-05-13,,国证油气(399439),399439.XSHE
41135,159300.XSHE,沪深300ETF富国,2024-04-25,2024-05-13,,沪深300(000300),000300.XSHG
44252,563090.XSHG,上50增强,2024-05-06,2024-05-09,,上证50(000016),000016.XSHG
45259,159533.XSHE,中证2000ETF博时,2024-02-06,2024-02-23,,中证2000(932000),932000.CSI
45262,159542.XSHE,工程机械ETF大成,2024-02-22,2024-02-26,,工程机械主题(931752),931752.CSI
45297,159578.XSHE,深证主板50ETF南方,2024-05-14,2024-05-20,,深主板50(399750),399750.XSHE
52598,159315.XSHE,黄金股ETF工银,2024-05-08,2024-05-13,,SSH黄金股票(931238),931238.CSI
52600,159322.XSHE,黄金股ETF平安,2024-05-16,2024-05-20,,SSH黄金股票(931238),931238.CSI
54658,159558.XSHE,半导体设备ETF易方达,2024-03-01,2024-03-04,,半导体材料设备(931743),931743.CSI
54690,159309.XSHE,油气ETF汇添富,2024-05-14,2024-05-17,,油气资源(931248),
59928,159318.XSHE,恒指港股通ETF银华,2024-05-22,2024-05-27,,恒指港股通(HSISC),
60977,560360.XSHG,软件指数,2024-05-07,2024-05-27,,中证软件(930601),930601.CSI
66221,159303.XSHE,恒生医疗ETF大成,2024-05-24,2024-05-27,,恒生医疗保健指数(HSHCI),
67242,159552.XSHE,中证2000增强ETF招商,2024-03-11,2024-03-14,,中证2000(932000),932000.CSI
74634,588680.XSHG,科100增,2024-06-12,2024-06-18,,科创100(000698),000698.XSHG
75685,159583.XSHE,通信ETF富国,2024-06-05,2024-06-17,,通信设备主题(931271),
77790,520990.XSHG,国新红利,2024-06-05,2024-06-11,,国新港股通央企红利(931722),931722.CSI
77791,520660.XSHG,港红利CS,2024-06-05,2024-06-11,,国新港股通央企红利CPR(931722CNY100),
77792,520900.XSHG,红利香港,2024-06-05,2024-06-11,,国新港股通央企红利(931722),931722.CSI
82014,159800.XSHE,中证800ETF鹏华,2024-06-03,2024-06-11,,中证800(000906),000906.XSHG
84133,159329.XSHE,沙特ETF南方,2024-06-19,2024-06-24,,富时沙特阿拉伯指数(FISAULM),
84134,520830.XSHG,沙特ETF,2024-06-19,2024-06-24,,富时沙特阿拉伯指数(FISAULM),
89409,159579.XSHE,深主板50ETF华安,2024-05-08,2024-05-13,2025-03-13,深主板50(399750),399750.XSHE
89427,588500.XSHG,科创100Z,2024-06-14,2024-06-18,,科创100(000698),000698.XSHG
90486,159301.XSHE,公用事业ETF华夏,2024-06-07,2024-06-12,,全指公用(000995),000995.CSI
90498,511580.XSHG,国债政金,2024-07-17,2024-07-17,,国债及政金债0-3(932200),
103245,159332.XSHE,央企红利ETF富国,2024-06-27,2024-07-05,,央企红利(000825),000825.CSI
103248,159331.XSHE,红利港股ETF国泰,2024-07-04,2024-07-08,,港股通高股息(930914),930914.CSI
105373,159327.XSHE,半导体设备ETF万家,2024-06-24,2024-06-27,,半导体材料设备(931743),931743.CSI
111775,588830.XSHG,科创新能,2024-07-12,2024-07-15,,科创新能(000692),000692.XSHG
119212,588990.XSHG,科芯片,2024-04-26,2024-05-06,,科创芯片(000685),000685.XSHG
120312,159330.XSHE,沪深300ETF东财,2024-07-09,2024-07-15,,沪深300(000300),000300.XSHG
122448,159587.XSHE,粮食ETF广发,2024-07-04,2024-07-10,,国证粮食(399365),399365.XSHE
125620,159569.XSHE,港股红利低波ETF景顺,2024-05-11,2024-05-15,,港股通红利低波(987016),
126685,588860.XSHG,科创医药,2024-04-30,2024-05-06,,科创生物(000683),000683.XSHG
135304,159302.XSHE,港股高股息ETF银华,2024-07-23,2024-08-05,,港股通高股息(930914),930914.CSI
136377,159333.XSHE,港股央企红利ETF万家,2024-07-22,2024-08-01,,港股通央企红利(931233),931233.CSI
139595,159335.XSHE,央企科创ETF融通,2024-08-02,2024-08-05,,央企科技创新(932052),
141746,159326.XSHE,电网设备ETF华夏,2024-07-15,2024-08-05,,电网设备主题(931994),
148202,530000.XSHG,上证50ETF天弘,2024-08-08,2024-08-12,,上证50(000016),000016.XSHG
151435,159337.XSHE,中证500ETF东财,2024-08-05,2024-08-14,,中证500(000905),000905.XSHG
151436,560890.XSHG,红利DB,2024-08-12,2024-08-15,2026-02-13,红利低波(H30269),H30269.CSI
151437,561930.XSHG,招商300,2024-08-01,2024-08-16,,沪深300(000300),000300.XSHG
151438,520890.XSHG,港红利,2024-08-14,2024-08-19,,港股通高股息低波动(HSHYLV),
163321,159305.XSHE,储能电池ETF广发,2024-07-29,2024-08-02,,新能源电池(980027),
166579,560620.XSHG,公用WJ,2024-08-22,2024-08-27,,全指公用(000995),000995.CSI
179576,520700.XSHG,创新药WJ,2024-08-27,2024-09-02,,港股通创新药(931250),
180663,560530.XSHG,A500ETF,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180664,563360.XSHG,A500基金,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180665,159352.XSHE,A500ETF南方,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180666,159339.XSHE,A500ETF银华,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180667,560610.XSHG,A500指数,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180668,159338.XSHE,中证A500ETF国泰,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180669,563220.XSHG,A500富国,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180670,159351.XSHE,A500ETF嘉实,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180672,159353.XSHE,中证A500ETF景顺,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
180673,560510.XSHG,中证A500ETF,2024-09-07,2024-09-10,,中证A500(000510),000510.XSHG
185005,561570.XSHG,油气基金,2024-06-25,2024-06-28,,油气产业(H30198),H30198.CSI
193771,513780.XSHG,港股新药,2024-07-09,2024-07-12,,港股通创新药(931250),
201442,520520.XSHG,HK消费,2024-07-16,2024-07-19,,恒生消费(HSCGSI),
204734,159590.XSHE,软件ETF汇添富,2024-07-19,2024-07-23,,软件指数(H30202),H30202.CSI
208062,562970.XSHG,光伏E,2024-10-08,2024-10-14,,光伏产业(931151),931151.CSI
209148,159325.XSHE,半导体ETF南方,2024-08-29,2024-09-02,,半导体行业精选(932066),
209162,159312.XSHE,恒指港股通ETF广发,2024-09-20,2024-09-24,,恒指港股通(HSISC),
211351,530880.XSHG,上证红利,2024-08-29,2024-09-02,,上国红利(000151),000151.XSHG
215773,588070.XSHG,科创万家,2024-10-11,2024-10-21,,科创成长(000690),000690.XSHG
216876,159328.XSHE,家电ETF易方达,2024-10-10,2024-10-14,,家电龙头(931021),931021.CSI
216888,512050.XSHG,A500E,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
217993,563520.XSHG,300永赢,2024-10-25,2024-10-30,,沪深300(000300),000300.XSHG
217994,563800.XSHG,A500龙头,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
219103,159361.XSHE,A500ETF易方达,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
225752,563880.XSHG,A500添富,2024-11-02,2024-11-07,,中证A500(000510),000510.XSHG
231294,159357.XSHE,A500ETF博时,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
231296,159360.XSHE,A500ETF天弘,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
232406,159358.XSHE,中证A500ETF大成,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
233518,563500.XSHG,中证A500ETF华宝,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
233521,159359.XSHE,A500ETF华安,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
233522,512020.XSHG,A500,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
233524,159362.XSHE,A500ETF工银,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
234630,159355.XSHE,800红利低波ETF华宝,2024-10-22,2024-10-28,,800红利低波(931848),
235750,530050.XSHG,SH50ETF,2024-10-18,2024-10-30,,上证50(000016),000016.XSHG
240229,159356.XSHE,A500ETF万家,2024-11-02,2024-11-05,,中证A500(000510),000510.XSHG
241355,560810.XSHG,央企ESG,2024-11-04,2024-11-07,,诚通央企ESG(931243),931243.CSI
249195,159363.XSHE,创业板人工智能ETF华宝,2024-11-23,2024-11-27,,创业板人工智能(970070),
257011,561380.XSHG,电网ETF,2024-09-19,2024-09-27,,A股电网设备(HSCAUPG),
258133,159320.XSHE,电网设备ETF广发,2024-09-20,2024-09-26,,A股电网设备(HSCAUPG),
258166,588230.XSHG,科创200,2024-11-05,2024-11-25,,科创200(000699),000699.XSHG
262664,530180.XSHG,上证180,2024-11-26,2024-11-29,,上证180(000010),000010.XSHG
262665,588750.XSHG,科创芯50,2024-11-26,2024-12-02,,科创芯片(000685),000685.XSHG
262666,588780.XSHG,芯片设计,2024-11-27,2024-12-02,,科创芯片设计(950162),
263755,520500.XSHG,恒生新药,2024-09-09,2024-09-12,,恒生创新药(HSIDI),
263766,560380.XSHG,A100,2024-10-09,2024-10-14,,中证A100(000903),000903.XSHG
264891,520600.XSHG,汽车港股,2024-10-15,2024-10-21,,港股通汽车(931239),
271701,511160.XSHG,国债东财,2024-11-01,2024-11-18,,1-3年国债(931552),
271702,560190.XSHG,公用事业,2024-10-30,2024-11-19,,全指公用(000995),000995.CSI
271708,588820.XSHG,科创200E,2024-12-03,2024-12-06,,科创200(000699),000699.XSHG
271712,510040.XSHG,上证180E,2024-12-09,2024-12-12,,上证180(000010),000010.XSHG
275113,530680.XSHG,180E,2024-12-05,2024-12-09,,上证180(000010),000010.XSHG
275114,159323.XSHE,港股通汽车ETF华夏,2024-12-05,2024-12-09,,港股通汽车(931239),
275116,530580.XSHG,180基金,2024-12-07,2024-12-16,,上证180(000010),000010.XSHG
275117,159380.XSHE,A500ETF东财,2024-12-12,2024-12-17,,中证A500(000510),000510.XSHG
278530,588810.XSHG,科创板芯,2024-11-22,2024-12-13,,科创芯片(000685),000685.XSHG
278533,588790.XSHG,科创智能,2024-12-19,2024-12-23,,科创AI(950180),
279669,159375.XSHE,创业板50ETF国泰,2024-12-07,2024-12-10,,创业板50(399673),399673.XSHE
279673,530300.XSHG,180指数,2024-12-11,2024-12-16,,上证180(000010),000010.XSHG
279676,159378.XSHE,通用航空ETF永赢,2024-12-20,2024-12-23,,通用航空(980076),
280805,159376.XSHE,A500ETF浦银,2024-12-13,2024-12-16,,中证A500(000510),000510.XSHG
281949,588930.XSHG,科创板AI,2024-12-18,2024-12-23,,科创AI(950180),
287655,159370.XSHE,创50ETF工银,2024-12-14,2024-12-18,,创业板50(399673),399673.XSHE
288800,512080.XSHG,A500中金,2024-12-13,2024-12-18,,中证A500(000510),000510.XSHG
289953,511070.XSHG,沪公司债,2025-01-03,2025-01-07,,沪做市公司债(950245),
293390,530080.XSHG,上证180ETF天弘,2024-12-11,2024-12-17,,上证180(000010),000010.XSHG
293396,159379.XSHE,A500ETF融通,2024-12-20,2024-12-23,,中证A500(000510),000510.XSHG
293398,588760.XSHG,AI科创,2024-12-26,2025-01-02,,科创AI(950180),
294522,563210.XSHG,专精特新,2024-11-06,2024-11-13,,A股专精特新企业(HSCSSE),
294536,588950.XSHG,景顺科创,2024-12-05,2024-12-10,,科创50(000688),000688.XSHG
294551,561880.XSHG,A100指数,2024-12-27,2024-12-30,,中证A100(000903),000903.XSHG
294552,520550.XSHG,红利恒生,2024-12-26,2024-12-30,,港股通高股息低波动(HSHYLV),
294554,588730.XSHG,科创AI,2024-12-26,2025-01-02,,科创AI(950180),
294556,530280.XSHG,180ETF指,2024-12-31,2025-01-06,,上证180(000010),000010.XSHG
294557,511110.XSHG,公司债易,2025-01-03,2025-01-07,,沪做市公司债(950245),
295713,588870.XSHG,科创50指,2024-12-26,2025-01-02,,科创50(000688),000688.XSHG
295716,530800.XSHG,上180ETF,2025-01-02,2025-01-06,,上证180(000010),000010.XSHG
295719,159395.XSHE,信用债ETF大成,2025-01-03,2025-01-07,,深做市信用债(921128),
296880,511190.XSHG,信用债,2025-01-03,2025-01-07,,沪做市公司债(950245),
298041,159396.XSHE,信用债ETF博时,2025-01-03,2025-01-07,,深做市信用债(921128),
298045,159398.XSHE,信用债ETF天弘,2025-01-03,2025-01-07,,深做市信用债(921128),
301532,560750.XSHG,A500申万,2024-12-31,2025-01-06,,中证A500(000510),000510.XSHG
301537,159397.XSHE,信用债ETF广发,2025-01-03,2025-01-07,,深做市信用债(921128),
301538,511200.XSHG,信用债基,2025-01-03,2025-01-07,,沪做市公司债(950245),
312034,159373.XSHE,创业板50ETF嘉实,2024-12-09,2025-01-06,,创业板50(399673),399673.XSHE
313223,159386.XSHE,A500ETF永赢,2025-01-03,2025-01-09,,中证A500(000510),000510.XSHG
314367,159336.XSHE,央企红利ETF融通,2024-12-25,2025-01-02,,诚通央企红利(931132),931132.CSI
314375,159371.XSHE,创业板50ETF富国,2024-12-23,2025-01-06,,创业板50(399673),399673.XSHE
314401,563860.XSHG,A500海富,2025-01-06,2025-01-13,,中证A500(000510),000510.XSHG
319056,159367.XSHE,创业板50ETF华夏,2024-12-26,2025-01-02,,创业板50(399673),399673.XSHE
319063,159383.XSHE,创业板50ETF华泰柏瑞,2024-12-28,2025-01-06,,创业板50(399673),399673.XSHE
320201,588770.XSHG,信息科创,2024-12-09,2024-12-12,,科创信息(000682),000682.XSHG
320203,513830.XSHG,红利港股,2024-12-13,2024-12-16,,港股通高股息(930914),930914.CSI
320217,512250.XSHG,A50指数E,2024-12-26,2024-12-31,,中证A50(930050),930050.CSI
320230,588960.XSHG,新能科创,2024-12-20,2025-01-06,,科创新能(000692),000692.XSHG
320256,520580.XSHG,新兴亚洲,2025-01-08,2025-01-13,,新交所新兴亚洲精选50指数(EMASIAUP),
320258,159201.XSHE,自由现金流ETF华夏,2025-01-21,2025-01-24,,自由现金流(980092),
320259,159399.XSHE,现金流ETF国泰,2025-01-24,2025-01-27,,富时中国A股自由现金流聚焦指数(FCFQCD),
320260,588240.XSHG,科200,2025-01-24,2025-02-05,,科创200(000699),000699.XSHG
320261,159393.XSHE,沪深300ETF万家,2025-01-20,2025-02-10,,沪深300(000300),000300.XSHG
320262,562810.XSHG,上证增强,2025-02-06,2025-02-11,,上证指数(000001),000001.XSHG
320263,588660.XSHG,双创五零,2025-01-27,2025-02-13,,科创创业50(931643),931643.CSI
320264,588840.XSHG,50科创,2025-02-08,2025-02-13,,科创50(000688),000688.XSHG
320265,589600.XSHG,富国科综,2025-02-06,2025-02-17,,科创价格(000681),000681.XSHG
320266,589880.XSHG,科创综,2025-02-11,2025-02-17,,科创综指(000680),000680.XSHG
320267,589860.XSHG,科创综指ETF天弘,2025-02-11,2025-02-17,,科创综指(000680),000680.XSHG
320268,589770.XSHG,科创全指,2025-02-10,2025-02-17,,科创综指(000680),000680.XSHG
320269,589900.XSHG,博时科综,2025-02-07,2025-02-17,,科创综指(000680),000680.XSHG
320270,589500.XSHG,科综工银,2025-02-12,2025-02-17,,科创价格(000681),000681.XSHG
320271,589990.XSHG,科创板综,2025-01-25,2025-02-17,,科创综指(000680),000680.XSHG
320272,589660.XSHG,综指科创,2025-02-07,2025-02-17,,科创综指(000680),000680.XSHG
320273,589000.XSHG,科创综指,2025-02-14,2025-02-17,,科创综指(000680),000680.XSHG
320274,589800.XSHG,科创综合,2025-02-11,2025-02-17,,科创综指(000680),000680.XSHG
320275,588910.XSHG,科创价值,2025-02-11,2025-02-17,,智选创新价值(950333),
320276,589890.XSHG,景顺科综,2025-02-07,2025-02-17,,科创价格(000681),000681.XSHG
320277,589680.XSHG,科创综Z,2025-02-13,2025-02-17,,科创综指(000680),000680.XSHG
320278,589080.XSHG,科创综E,2025-01-25,2025-02-17,,科创综指(000680),000680.XSHG
320279,589520.XSHG,科创人工智能ETF华宝,2025-02-15,2025-02-24,,科创AI(950180),
320280,159368.XSHE,创业板新能源ETF华夏,2025-02-21,2025-02-24,,创新能源(399266),399266.XSHE
320281,589630.XSHG,科综国泰,2025-02-14,2025-02-24,,科创综指(000680),000680.XSHG
320282,159206.XSHE,卫星ETF永赢,2025-02-19,2025-02-24,,卫星通信(980018),
320283,159209.XSHE,红利质量ETF招商,2025-02-14,2025-02-24,,中证红利质量(932315),
320284,588250.XSHG,KC医药,2025-02-20,2025-02-24,,科创生物(000683),000683.XSHG
320286,563650.XSHG,A500中证,2025-02-25,2025-02-28,,中证A500(000510),000510.XSHG
320287,560630.XSHG,机器人WJ,2025-02-18,2025-02-28,,机器人(H30590),H30590.CSI
320288,563660.XSHG,A500银河,2025-02-24,2025-03-03,,中证A500(000510),000510.XSHG
320289,159381.XSHE,创业板人工智能ETF华夏,2025-02-28,2025-03-03,,创业板人工智能(970070),
320290,589060.XSHG,科综东财,2025-02-22,2025-03-03,,科创价格(000681),000681.XSHG
320291,159207.XSHE,高股息ETF广发,2025-02-26,2025-03-03,,智选高股息(932305),
320292,159316.XSHE,港股通创新药ETF易方达,2025-02-28,2025-03-05,,港股通创新药(HSSCID),
320293,589010.XSHG,科创AI指,2025-03-03,2025-03-10,,科创AI(950180),
320294,588720.XSHG,中银科创,2025-03-05,2025-03-10,,科创50(000688),000688.XSHG
320295,159390.XSHE,中证A50ETF国联,2025-03-05,2025-03-10,,中证A50(930050),930050.CSI
320296,589100.XSHG,国泰芯片,2025-03-04,2025-03-10,,科创芯片(000685),000685.XSHG
320297,512240.XSHG,A50龙头,2025-03-05,2025-03-10,,中证A50(930050),930050.CSI
320298,159388.XSHE,创业板人工智能ETF国泰,2025-03-06,2025-03-10,,创业板人工智能(970070),
320299,560820.XSHG,A50新华,2025-03-05,2025-03-10,,中证A50(930050),930050.CSI
320301,159391.XSHE,大盘价值ETF博时,2025-03-14,2025-03-17,,大盘价值(399373),399373.XSHE
320302,159215.XSHE,A500ETF平安,2025-03-11,2025-03-17,,中证A500(000510),000510.XSHG
320303,159212.XSHE,深100ETF南方,2025-03-10,2025-03-17,,深证100(399330),399330.XSHE
320304,159202.XSHE,恒生互联网ETF万家,2025-03-10,2025-03-17,,恒生互联网科技业指数(HSIII),
320305,159211.XSHE,深证100ETF富国,2025-03-12,2025-03-17,,深证100(399330),399330.XSHE
320306,588170.XSHG,科创半导,2025-03-14,2025-03-17,,科创半导体材料设备(950125),
320307,159377.XSHE,创业板医药ETF国泰,2025-03-13,2025-03-17,,创医药(399275),399275.XSHE
320308,159216.XSHE,深证100ETF大成,2025-03-13,2025-03-17,,深证100(399330),399330.XSHE
320309,159217.XSHE,港股通创新药ETF工银,2025-03-13,2025-03-17,,港股通创新药(987018),
320310,159366.XSHE,港股医疗ETF永赢,2025-03-12,2025-03-17,,港股通医疗主题(932069),
320311,159219.XSHE,深证100ETF融通,2025-03-17,2025-03-21,,深证100(399330),399330.XSHE
320312,562080.XSHG,300现金流ETF,2025-03-15,2025-03-24,,300现金流(932366),
320313,159225.XSHE,现金流ETF银华,2025-03-20,2025-03-24,,自由现金流(980092),
320314,589300.XSHG,科综嘉实,2025-03-17,2025-03-24,,科创综指(000680),000680.XSHG
320315,159222.XSHE,自由现金流ETF易方达,2025-03-21,2025-03-24,,自由现金流(980092),
320316,588040.XSHG,科创板指,2025-03-10,2025-03-24,,科创50(000688),000688.XSHG
320317,511010.XSHG,国债ETF,2025-03-25,2025-03-25,,5年国债(000140),
320318,511260.XSHG,十年国债,2025-03-25,2025-03-25,,10年国债(净)(H01077),
320321,159208.XSHE,航空航天ETF万家,2025-03-25,2025-03-28,,国证航天(CN5082),
320322,510320.XSHG,300中金,2025-03-26,2025-03-31,,沪深300(000300),000300.XSHG
320323,588850.XSHG,科创机械,2025-03-14,2025-03-31,,科创机械(000693),000693.XSHG
320324,563700.XSHG,红利价值,2025-03-25,2025-03-31,,红利价值(H30270),
320325,159226.XSHE,中证A500增强ETF国泰,2025-03-28,2025-04-01,,中证A500(000510),000510.XSHG
320326,563990.XSHG,800现金,2025-04-01,2025-04-07,,800现金流(932368),
320327,516460.XSHG,现金流E,2025-04-03,2025-04-07,,800现金流(932368),
320328,159229.XSHE,自由现金流ETF广发,2025-04-03,2025-04-07,,800现金流(932368),
320329,159218.XSHE,卫星ETF招商,2025-03-21,2025-04-07,,卫星产业(931594),
320330,159231.XSHE,通用航空ETF华宝,2025-04-03,2025-04-07,,通用航空(980076),
320331,159213.XSHE,机器人ETF汇添富,2025-03-26,2025-04-07,,机器人(H30590),H30590.CSI
320332,563900.XSHG,现金流,2025-03-26,2025-04-07,,300现金流(932366),
320333,588130.XSHG,科创药,2025-04-01,2025-04-07,,科创生物(000683),000683.XSHG
320334,159227.XSHE,航空航天ETF华夏,2025-04-07,2025-04-14,,国证航天(CN5082),
320335,561080.XSHG,现金自由,2025-04-09,2025-04-14,,中证现金流(932365),
320336,561750.XSHG,A50博时,2025-04-10,2025-04-14,,中证A50(930050),930050.CSI
320337,563830.XSHG,现金流基,2025-04-10,2025-04-14,,中证现金流(932365),
320338,159233.XSHE,自由现金流ETF平安,2025-04-10,2025-04-14,,中证现金流(932365),
320339,563780.XSHG,现金指数,2025-04-11,2025-04-14,,中证现金流(932365),
320340,159382.XSHE,创业板人工智能ETF南方,2025-04-02,2025-04-14,,创业板人工智能(970070),
320341,563390.XSHG,现金基金,2025-04-09,2025-04-14,,中证现金流(932365),
320342,159392.XSHE,航空ETF富国,2025-03-20,2025-04-14,,通用航空(980076),
320343,563680.XSHG,现金流TF,2025-04-03,2025-04-14,,800现金流(932368),
320344,561870.XSHG,现金流指,2025-04-11,2025-04-14,,中证现金流(932365),
320345,159232.XSHE,自由现金流ETF南方,2025-04-09,2025-04-14,,中证现金流(932365),
320346,159236.XSHE,自由现金流ETF工银,2025-04-11,2025-04-14,,中证现金流(932365),
320347,159235.XSHE,中证现金流ETF大成,2025-04-09,2025-04-14,,中证现金流(932365),
320349,159220.XSHE,港股通红利低波ETF华宝,2025-04-08,2025-04-17,,标普港股通低波红利指数(SPAHLVCP),
320350,159221.XSHE,现金流ETF嘉实,2025-04-12,2025-04-21,,自由现金流(980092),
320351,589980.XSHG,科基100,2025-04-12,2025-04-21,,科创100(000698),000698.XSHG
320352,563550.XSHG,增强A500,2025-04-07,2025-04-21,,中证A500(000510),000510.XSHG
320353,563060.XSHG,央企50,2025-04-16,2025-04-21,,国资央企50(931823),
320355,563770.XSHG,全指现金,2025-04-15,2025-04-23,,中证现金流(932365),
320356,159239.XSHE,港股通汽车ETF富国,2025-04-23,2025-05-06,,港股通汽车主题(HSSCAM),
320357,159311.XSHE,数字经济ETF易方达,2025-04-29,2025-05-06,,数字经济(931582),931582.CSI
320358,159210.XSHE,港股通汽车ETF汇添富,2025-04-29,2025-05-06,,港股通汽车(931239),
320359,563760.XSHG,中银现金,2025-04-28,2025-05-06,,中证现金流(932365),
320360,159241.XSHE,航空航天ETF天弘,2025-04-28,2025-05-06,,国证航天(CN5082),
320361,589700.XSHG,成长科创,2025-04-23,2025-05-06,,科创成长(000690),000690.XSHG
320362,159230.XSHE,通用航空ETF华夏,2025-04-29,2025-05-07,,通用航空(980076),
